Step,u0,u1,u2,u3,o_u0,o_u1,o_u2,o_u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
11,0.05,0.074,0.062,0.092,0.050978345848753326,0.06254069359843714,0.053702269333138486,0.08955092637941559,-0.103,-0.032,0.624,0.981,0.031,-0.19,-0.013,-0.734,-0.164,1.517,-0.945,2.735,0.216,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.065,0.05,0.063,0.156,0.051703214061125324,0.04990324931343925,0.05181027541701774,0.10929335798222589,-0.128,-0.037,0.666,0.989,0.011,-0.146,-0.007,-0.751,-0.161,1.257,-1.099,2.707,0.499,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.106,0.139,0.063,0.114,0.07025367165879878,0.08411406498283985,0.05093670336712258,0.09897135001976103,-0.155,-0.043,0.699,0.995,-0.0,-0.098,-0.0,-0.785,-0.183,0.983,-0.724,2.846,0.424,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.372,0.222,0.324,0.255,0.19730175126278945,0.1362816064284575,0.16727965307335013,0.15779839204902205,-0.182,-0.049,0.723,0.998,-0.002,-0.068,0.01,-0.815,-0.19,0.728,-0.1,1.943,0.63,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.147,0.149,0.091,0.17,0.15272815118154592,0.12651713820866128,0.11442874593296179,0.14572169868126356,-0.21,-0.056,0.739,0.998,0.008,-0.053,0.028,-0.848,-0.2,0.501,0.48,0.873,0.996,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.247,0.165,0.178,0.185,0.17758687649945445,0.12966333917524847,0.1301646754653962,0.14703192623300354,-0.239,-0.063,0.75,0.998,0.023,-0.044,0.044,-0.878,-0.215,0.379,0.72,0.639,1.085,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.206,0.257,0.127,0.251,0.1701149107860922,0.172003407938081,0.11430084590464014,0.17684379649478582,-0.268,-0.071,0.764,0.997,0.043,-0.011,0.065,-0.872,-0.224,0.399,1.112,1.942,1.152,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.289,0.164,0.223,0.24,0.20430294468782667,0.14925656558581973,0.1498284915400236,0.1852153806751946,-0.297,-0.079,0.776,0.994,0.054,0.016,0.089,-0.859,-0.253,0.363,0.765,1.658,1.376,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.198,0.168,0.156,0.209,0.17830772338695772,0.1407989605544258,0.13570085126598466,0.1749438536306578,-0.325,-0.089,0.788,0.992,0.054,0.027,0.115,-0.858,-0.278,0.361,0.088,0.5,1.489,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.361,0.154,0.32,0.316,0.23976641287266737,0.13108107806827252,0.20275401540946525,0.2183697037423103,-0.355,-0.099,0.802,0.989,0.04,0.001,0.146,-0.875,-0.294,0.436,-0.95,-1.34,2.042,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.145,0.05,0.091,0.167,0.17038463340595314,0.08008588572404732,0.1298787642584355,0.17063835711120945,-0.38,-0.108,0.817,0.984,0.021,-0.019,0.176,-0.939,-0.35,0.565,-1.51,-1.543,2.356,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.239,0.05,0.089,0.23,0.18177009916679038,0.05762757482875402,0.09698078422208872,0.1778231385849007,-0.412,-0.121,0.84,0.974,0.008,-0.023,0.224,-0.879,-0.356,0.649,-0.59,0.126,2.839,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.282,0.346,0.05,0.298,0.20610734088441385,0.17993335885614534,0.0650674564513967,0.2117403259018154,-0.439,-0.134,0.868,0.96,0.018,0.018,0.279,-0.819,-0.371,0.817,1.125,2.225,3.382,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.375,0.201,0.21,0.358,0.2584761740797472,0.16899496556134713,0.12261077521967373,0.2531115923241641,-0.465,-0.147,0.893,0.936,0.044,0.086,0.34,-0.775,-0.388,0.747,2.322,3.446,3.999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.316,0.24,0.179,0.303,0.25529301480429495,0.18182615183208917,0.1339216647332543,0.24685918629561243,-0.489,-0.16,0.918,0.903,0.071,0.134,0.403,-0.724,-0.388,0.747,2.079,2.392,4.149,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.381,0.134,0.354,0.387,0.282596558440262,0.1399445237986267,0.2172261468326553,0.2816773029824456,-0.511,-0.175,0.948,0.87,0.075,0.105,0.475,-0.65,-0.422,0.907,-0.694,-0.662,4.851,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.269,0.05,0.111,0.247,0.24471790988353698,0.08398951476181646,0.14533453647037878,0.23469504280995865,-0.529,-0.19,0.987,0.83,0.079,0.038,0.551,-0.547,-0.468,1.143,-1.86,-2.554,5.312,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.334,0.05,0.211,0.311,0.2571131833120433,0.05934587090168452,0.1581939694542352,0.24253727872020192,-0.544,-0.209,1.035,0.775,0.09,-0.029,0.625,-0.431,-0.548,1.425,-1.197,-2.931,5.748,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.331,0.227,0.05,0.303,0.2613561378917149,0.12758115384509047,0.09202692814133072,0.24250149272144247,-0.554,-0.23,1.094,0.693,0.117,-0.031,0.71,-0.322,-0.645,1.743,1.619,-1.05,6.93,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.357,0.067,0.05,0.348,0.2745631680747524,0.08610150539503898,0.06288568297512012,0.26242143442685373,-0.561,-0.254,1.156,0.589,0.143,-0.003,0.796,-0.231,-0.709,1.853,3.024,0.407,7.802,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.351,0.182,0.05,0.35,0.2780314909908928,0.11937834726138058,0.050051445254549264,0.27205659284577244,-0.566,-0.279,1.221,0.461,0.155,0.035,0.873,-0.127,-0.758,1.931,3.116,1.308,8.363,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.4,0.05,0.148,0.396,0.3012921632129774,0.07493183462073276,0.08829668654028058,0.296898880340005,-0.566,-0.307,1.29,0.309,0.168,0.034,0.936,0.003,-0.823,2.049,1.799,0.499,9.686,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.367,0.05,0.095,0.359,0.2966724673905286,0.055357147360972137,0.0812065328316249,0.29123090224147063,-0.56,-0.337,1.363,0.128,0.187,0.01,0.974,0.179,-0.872,2.177,0.844,-0.671,10.918,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.263,0.05,0.075,0.314,0.2484653791185272,0.0467356734990873,0.06951128993251977,0.268668229048964,-0.545,-0.367,1.442,0.074,-0.215,0.022,-0.974,0.417,-0.895,2.337,0.472,-1.391,8.876,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.4,0.05,0.05,0.357,0.2882709387451641,0.042938552890515326,0.05296942576884371,0.27813679943100644,-0.521,-0.396,1.527,0.294,-0.238,0.046,-0.924,0.689,-0.873,2.53,1.223,-2.108,12.835,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.38,0.05,0.05,0.372,0.29689221946553296,0.04126621627116155,0.04568400593919159,0.28902605649871627,-0.489,-0.423,1.617,0.512,-0.256,0.056,-0.818,0.943,-0.779,2.646,1.925,-2.897,13.906,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.4,0.289,0.05,0.382,0.30959905584114056,0.14723578696761982,0.042475366965964566,0.2978752980475699,-0.449,-0.444,1.708,0.717,-0.261,0.045,-0.645,1.161,-0.634,2.729,2.699,-3.858,15.268,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.4,0.105,0.05,0.364,0.3151953914564123,0.11170660650999559,0.04106222048607927,0.29372595853338657,-0.404,-0.458,1.803,0.878,-0.25,0.039,-0.406,1.33,-0.43,2.844,2.641,-4.03,16.558,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.4,0.109,0.05,0.343,0.31766012278085404,0.09797693881394055,0.040439854475306694,0.2828128495641042,-0.357,-0.464,1.903,0.967,-0.225,0.014,-0.117,1.389,-0.19,2.972,2.556,-5.255,17.048,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.4,0.05,0.05,0.341,0.31874564069924427,0.06550618182884876,0.04016574135009293,0.2770289151146892,-0.312,-0.462,2.01,0.96,-0.193,-0.028,0.199,1.343,0.035,3.179,1.78,-6.357,18.003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.4,0.05,0.05,0.338,0.31922372095192997,0.051205457923091884,0.04004503162279952,0.2729470296325471,-0.272,-0.456,2.123,0.843,-0.154,-0.079,0.508,1.198,0.157,3.345,0.828,-7.107,18.838,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.4,0.05,0.05,0.376,0.31943427945793756,0.04490712051559227,0.03999185377701766,0.28854327951389014,-0.238,-0.451,2.241,0.616,-0.113,-0.13,0.769,1.036,0.143,3.487,-0.239,-7.221,19.526,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.4,0.05,0.05,0.382,0.3195270134422452,0.04213321151630935,0.03996843355984445,0.29807824071507644,-0.206,-0.45,2.364,0.295,-0.079,-0.166,0.938,0.949,0.028,3.676,-1.128,-6.687,20.844,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.32,0.05,0.4,0.349,0.2838281945528692,0.04091160967597576,0.1964445717357876,0.28717270794391103,-0.175,-0.455,2.491,0.082,0.055,0.187,-0.977,0.94,-0.13,3.79,-1.735,-3.592,15.136,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.4,0.058,0.05,0.4,0.3038454077062903,0.04407875490831914,0.10887322439472048,0.30531839583651565,-0.141,-0.464,2.623,0.463,0.036,0.183,-0.866,1.021,-0.251,3.935,-2.201,-4.82,21.915,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.4,0.322,0.05,0.379,0.3126613712779356,0.16334473378345804,0.07030511862597498,0.3039689348936437,-0.105,-0.473,2.763,0.766,0.026,0.129,-0.63,1.056,-0.281,4.12,-0.599,-4.7,22.401,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.4,0.05,0.05,0.313,0.3165440942320856,0.09429541806467528,0.053318979060418215,0.2738314975924914,-0.071,-0.486,2.907,0.949,0.079,0.041,-0.301,1.028,-0.364,4.312,2.768,-3.119,23.118,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.4,0.05,0.05,0.4,0.31825411209263915,0.06388477474498899,0.04583797729716862,0.29944266186181334,-0.038,-0.501,3.058,0.982,0.151,-0.052,0.099,0.969,-0.449,4.493,4.536,-2.474,24.22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.4,0.05,0.05,0.4,0.31900717114404026,0.050491352586359214,0.042543262540018924,0.31072231010868506,-0.01,-0.523,3.215,0.843,0.178,-0.133,0.49,0.85,-0.619,4.56,3.688,-1.737,24.572,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.377,0.05,0.05,0.4,0.3092546216048335,0.044592619166974254,0.04109214464951058,0.31569009251227403,0.016,-0.553,3.374,0.545,0.135,-0.19,0.805,0.761,-0.908,4.721,2.216,-0.675,26.326,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.28,0.4,0.107,0.223,0.2615009540698373,0.1984814511757652,0.0659649112721943,0.23859869452109744,0.025,-0.568,3.435,0.397,0.106,-0.207,0.888,0.249,-0.347,1.592,0.58,-0.227,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
