Step,u0,u1,u2,u3,o_u0,o_u1,o_u2,o_u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
27,0.181,0.118,0.133,0.05,0.14545261456248174,0.10411953436773055,0.11006450008207923,0.052252322684348484,-0.721,-0.042,0.992,0.994,0.101,-0.019,0.038,-0.504,-0.132,1.74,1.756,-2.201,0.067,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.05,0.062,0.05,0.07,0.08641587491400068,0.073744305804893,0.07083561702966501,0.054381117664281595,-0.738,-0.047,1.047,0.993,0.106,-0.021,0.037,-0.478,-0.149,1.638,0.426,-0.478,-0.021,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.05,0.05,0.105,0.206,0.06041450102999298,0.05483463981975598,0.07796251397525851,0.11625280381741507,-0.753,-0.053,1.096,0.996,0.082,0.001,0.036,-0.463,-0.165,1.492,-1.26,1.127,-0.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.05,0.169,0.143,0.22,0.04896570994864963,0.09968128479152866,0.09836990479361395,0.14957689285591028,-0.768,-0.059,1.139,0.997,0.039,0.051,0.036,-0.434,-0.167,1.286,-2.351,2.656,-0.228,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.157,0.217,0.277,0.214,0.09169746191184963,0.1408161587670571,0.16706199835771035,0.16154188925280918,-0.781,-0.065,1.174,0.993,-0.013,0.105,0.044,-0.418,-0.173,1.043,-2.863,3.085,0.117,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.259,0.223,0.166,0.217,0.15604531874611027,0.16154520354648189,0.1477377129288911,0.16801383612070606,-0.795,-0.071,1.201,0.988,-0.04,0.142,0.049,-0.416,-0.194,0.843,-1.615,2.241,0.121,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.399,0.319,0.352,0.312,0.2473134500947619,0.21371403298937414,0.2223256978995477,0.21332433934240833,-0.809,-0.078,1.223,0.989,-0.034,0.139,0.042,-0.389,-0.208,0.69,0.239,0.035,-0.374,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.229,0.241,0.146,0.146,0.2112122610440769,0.20197951979175643,0.16308583785480013,0.15921688293320013,-0.819,-0.086,1.246,0.993,0.012,0.117,0.028,-0.319,-0.229,0.68,2.549,-1.159,-0.395,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.184,0.134,0.19,0.05,0.17520754617818873,0.14906370302317468,0.156802523702044,0.09247743823250477,-0.828,-0.094,1.271,0.995,0.062,0.075,0.027,-0.26,-0.248,0.743,2.759,-2.798,0.208,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.09,0.085,0.05,0.05,0.11719613599492551,0.10379530544014483,0.09141411653126304,0.06308413153613779,-0.833,-0.104,1.301,0.995,0.082,0.048,0.027,-0.174,-0.292,0.914,1.205,-1.951,0.033,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.108,0.05,0.319,0.212,0.09996348211196177,0.06806870260746398,0.18283774157739505,0.12264336485320139,-0.837,-0.113,1.335,0.999,0.045,0.014,0.026,-0.125,-0.292,1.006,-1.947,-1.934,-0.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.092,0.05,0.139,0.224,0.08512796401054967,0.05233405761873403,0.14269700529080798,0.1542074098048693,-0.84,-0.123,1.366,0.999,-0.025,-0.004,0.023,-0.1,-0.286,0.92,-4.013,-1.21,-0.14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.133,0.05,0.242,0.184,0.09695305263536849,0.045407959070480515,0.1711992182126118,0.15007711877188282,-0.844,-0.132,1.39,0.994,-0.103,-0.017,0.018,-0.092,-0.268,0.711,-4.335,-0.708,-0.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.07,0.312,0.05,0.098,0.07377903581027861,0.15945747276233516,0.09775473713516307,0.1099925813125063,-0.846,-0.141,1.409,0.992,-0.129,0.002,0.015,-0.074,-0.276,0.583,-1.522,0.989,0.034,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.27,0.174,0.092,0.072,0.15338521467706662,0.1480036212407314,0.08413281056718344,0.08048106230531614,-0.848,-0.151,1.424,0.996,-0.082,0.036,0.017,-0.057,-0.289,0.476,2.477,1.957,0.322,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.313,0.4,0.073,0.142,0.20760862052378753,0.24402365517044045,0.0695885947888815,0.09893106598303279,-0.849,-0.162,1.436,0.996,0.034,0.08,0.012,-0.023,-0.33,0.363,6.56,2.451,0.142,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.223,0.19,0.05,0.097,0.19125147764224104,0.1922053836710087,0.05300341022096163,0.08695065417742169,-0.849,-0.174,1.443,0.98,0.159,0.117,-0.005,-0.018,-0.349,0.2,7.293,1.932,-0.404,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.1,0.207,0.05,0.059,0.12874170474667515,0.17707305268986182,0.04569917492946161,0.06475628405534056,-0.849,-0.185,1.445,0.962,0.23,0.145,-0.004,0.018,-0.346,0.078,4.42,2.103,0.221,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.05,0.05,0.361,0.314,0.0790558001807842,0.10034193610784571,0.1815628271688066,0.1688013769744609,-0.845,-0.198,1.446,0.965,0.202,0.165,0.014,0.103,-0.381,0.05,-1.562,1.627,0.431,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.137,0.23,0.313,0.349,0.09617056592410098,0.147095996509858,0.21991417208978936,0.23039062922349557,-0.838,-0.212,1.447,0.98,0.081,0.175,0.047,0.181,-0.392,-0.008,-6.947,1.087,0.481,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.269,0.163,0.316,0.312,0.16244336987501123,0.13785581692744014,0.23793280259886443,0.2407603657642829,-0.831,-0.225,1.441,0.98,-0.075,0.171,0.072,0.228,-0.399,-0.154,-8.718,0.21,-0.062,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.173,0.246,0.156,0.129,0.14891402233675033,0.17069213352002605,0.17467623948181607,0.1637111022739118,-0.82,-0.24,1.434,0.976,-0.131,0.154,0.083,0.314,-0.428,-0.184,-3.347,-0.808,-0.042,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.4,0.277,0.157,0.069,0.2444263271518186,0.19911506643771032,0.1473358285296428,0.10292495560922627,-0.806,-0.255,1.432,0.99,-0.048,0.109,0.077,0.418,-0.463,-0.053,4.327,-3.097,0.008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.342,0.381,0.091,0.05,0.2604708819337568,0.2579166945077406,0.10546293920263153,0.06768538371686482,-0.789,-0.273,1.436,0.985,0.15,0.052,0.07,0.515,-0.538,0.077,11.022,-4.14,0.517,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.357,0.232,0.099,0.05,0.2743739254893549,0.21751508878964593,0.09064250819774361,0.052165197335295066,-0.77,-0.295,1.439,0.928,0.371,-0.015,0.04,0.553,-0.658,0.071,12.86,-5.087,-0.195,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.172,0.154,0.05,0.05,0.19777356313448247,0.1647253976024207,0.062277597910008226,0.04533070295735435,-0.752,-0.323,1.439,0.868,0.492,-0.066,0.01,0.527,-0.822,0.013,7.784,-3.995,-0.46,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.114,0.05,0.329,0.259,0.1381693124024267,0.09490354110309321,0.17433090705350285,0.13574346814441152,-0.736,-0.361,1.444,0.886,0.449,-0.114,-0.036,0.486,-1.109,0.128,-2.437,-3.829,-0.684,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.05,0.05,0.4,0.4,0.08320781157989808,0.06415268883483165,0.25562048877097643,0.23862587600011817,-0.725,-0.404,1.449,0.954,0.247,-0.146,-0.091,0.385,-1.329,0.142,-12.519,-3.246,-0.41,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.238,0.18,0.4,0.386,0.14309346384804017,0.10851739715567424,0.2914221904865073,0.2776592462141106,-0.712,-0.446,1.448,0.977,-0.042,-0.151,-0.144,0.374,-1.254,-0.042,-16.978,-2.668,-0.209,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.179,0.147,0.328,0.326,0.14325621936336086,0.11357384171132269,0.275069958267642,0.26809674100205105,-0.7,-0.488,1.436,0.926,-0.3,-0.137,-0.185,0.349,-1.248,-0.302,-15.223,-1.761,-0.39,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.186,0.056,0.139,0.121,0.146061190958681,0.07487664566885896,0.18344616346336456,0.17212906547387735,-0.692,-0.526,1.426,0.885,-0.4,-0.146,-0.186,0.25,-1.101,-0.3,-6.429,-1.796,0.018,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.375,0.4,0.08,0.05,0.2321848689687185,0.2118191195875046,0.11674308650581587,0.09816423641953584,-0.69,-0.552,1.421,0.913,-0.325,-0.197,-0.148,0.07,-0.81,-0.163,4.607,-2.359,0.329,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.362,0.361,0.166,0.077,0.26425689667217045,0.25479347717638606,0.1255095652667231,0.07783846367517176,-0.694,-0.572,1.417,0.956,-0.128,-0.252,-0.077,-0.092,-0.626,-0.14,12.048,-2.227,0.821,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.293,0.25,0.112,0.05,0.24720783923658896,0.22417385172000745,0.10553908638475504,0.05663690650897076,-0.699,-0.59,1.407,0.954,0.09,-0.285,0.0,-0.149,-0.554,-0.276,12.965,-1.342,0.722,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.111,0.084,0.052,0.05,0.15849848456398413,0.13607110158403826,0.0699162747650517,0.04729936354376724,-0.709,-0.607,1.396,0.939,0.188,-0.286,0.031,-0.305,-0.491,-0.298,6.023,-0.21,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.05,0.05,0.328,0.4,0.09216136407215995,0.082284249707729,0.17761253504866154,0.19966961507641665,-0.729,-0.623,1.388,0.955,0.124,-0.27,0.01,-0.554,-0.496,-0.234,-3.465,1.091,-0.188,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.052,0.05,0.365,0.312,0.06363628151037204,0.058594907962606815,0.24151403041643166,0.22749959591704186,-0.753,-0.638,1.379,0.968,-0.065,-0.238,-0.042,-0.694,-0.446,-0.275,-10.72,1.59,-0.161,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.153,0.127,0.301,0.37,0.09659904546168242,0.08253821709535156,0.24078420548461005,0.26572368936187435,-0.777,-0.651,1.361,0.935,-0.288,-0.174,-0.109,-0.705,-0.399,-0.526,-13.643,2.812,-0.722,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.131,0.091,0.25,0.334,0.10105212645813992,0.07701363963216061,0.21773019827922702,0.2665627232562882,-0.8,-0.665,1.334,0.859,-0.467,-0.083,-0.194,-0.688,-0.413,-0.804,-12.573,4.63,-1.441,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.123,0.236,0.106,0.225,0.09943705429535257,0.139460362763339,0.14307408263029095,0.21819852694194397,-0.823,-0.677,1.302,0.809,-0.52,0.029,-0.274,-0.692,-0.325,-0.931,-6.146,7.007,-1.041,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.343,0.4,0.142,0.156,0.19704386230901783,0.24026303321103842,0.12671711918019046,0.16590844753301254,-0.845,-0.678,1.271,0.831,-0.436,0.09,-0.333,-0.64,-0.054,-0.942,3.2,6.204,-0.327,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.4,0.4,0.126,0.11,0.26562384336604783,0.28464195374135454,0.11194525609906769,0.12241534525360684,-0.864,-0.672,1.24,0.9,-0.223,0.07,-0.369,-0.585,0.153,-0.92,12.101,4.08,0.251,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.4,0.363,0.165,0.149,0.2958278519434762,0.28759479012463013,0.12302071253610633,0.1205778900761881,-0.884,-0.663,1.206,0.925,0.042,-0.027,-0.375,-0.585,0.262,-1.019,15.932,0.914,0.254,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.269,0.177,0.095,0.05,0.250714787485302,0.20563640797689953,0.09653073193600707,0.0754600761675843,-0.904,-0.652,1.173,0.894,0.206,-0.141,-0.372,-0.621,0.324,-0.978,11.781,-2.395,-0.325,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.05,0.05,0.219,0.085,0.1327748729728454,0.11292148616370949,0.14046568867520715,0.07111855770659639,-0.928,-0.641,1.149,0.883,0.186,-0.183,-0.39,-0.707,0.32,-0.741,0.464,-2.806,-0.343,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.05,0.05,0.4,0.4,0.0808318624080005,0.07208804836475041,0.24070579811649045,0.2101639856059706,-0.956,-0.63,1.132,0.893,0.015,-0.133,-0.43,-0.81,0.335,-0.532,-10.139,-1.385,-0.388,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.05,0.05,0.39,0.4,0.05795520622613154,0.05410431508043889,0.28025632219904906,0.27140225628132597,-0.981,-0.618,1.113,0.857,-0.247,0.005,-0.453,-0.757,0.367,-0.602,-17.195,0.348,-0.278,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.183,0.096,0.289,0.398,0.10724922053456584,0.06666184485254865,0.2527999317469771,0.2975651562889093,-1.005,-0.607,1.084,0.741,-0.462,0.167,-0.457,-0.729,0.349,-0.851,-16.887,2.353,-0.811,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.05,0.053,0.127,0.15,0.0695902955707561,0.052905206806269034,0.16829644658555282,0.19807201437178654,-1.025,-0.592,1.052,0.654,-0.533,0.266,-0.466,-0.586,0.436,-0.929,-8.227,3.399,-0.643,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.39,0.4,0.05,0.089,0.20523443707195457,0.20214247497346,0.09647624778068947,0.12711442125564837,-1.034,-0.571,1.022,0.684,-0.445,0.248,-0.523,-0.296,0.64,-0.883,5.103,2.984,-0.307,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.4,0.4,0.05,0.05,0.2692311902674176,0.2678694318549235,0.064845272638847,0.0783389061552364,-1.036,-0.543,0.994,0.791,-0.215,0.087,-0.566,-0.082,0.802,-0.864,17.548,0.123,0.747,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.4,0.4,0.071,0.05,0.2974166034000904,0.2968168406839952,0.06020093012823444,0.0568572194078813,-1.039,-0.515,0.957,0.815,0.101,-0.171,-0.545,-0.088,0.811,-1.066,23.122,-1.886,0.34,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.388,0.255,0.165,0.05,0.30460420505422975,0.2446699348602031,0.10013408358685705,0.04739633258315719,-1.041,-0.486,0.911,0.731,0.326,-0.378,-0.466,-0.069,0.876,-1.335,19.009,-3.231,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.16,0.055,0.05,0.05,0.20549600473628166,0.13254138314522804,0.06645622990961472,0.04322950832960297,-1.051,-0.456,0.865,0.653,0.376,-0.475,-0.454,-0.329,0.905,-1.365,6.898,-4.153,-0.725,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.055,0.05,0.4,0.277,0.11498835528467286,0.08072904398600964,0.2081105556574639,0.1429228648835535,-1.077,-0.424,0.822,0.655,0.272,-0.455,-0.538,-0.718,0.947,-1.314,-6.509,-3.678,-0.49,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.05,0.05,0.4,0.4,0.07299845028188731,0.05791047747187634,0.27030678161282207,0.24178790114409712,-1.109,-0.393,0.778,0.7,0.067,-0.267,-0.659,-0.93,0.944,-1.312,-17.316,-0.13,-0.448,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.05,0.05,0.312,0.4,0.054505200856687155,0.047860426371184976,0.25865536729398386,0.28533004520931315,-1.14,-0.363,0.725,0.681,-0.162,0.029,-0.713,-0.909,0.879,-1.57,-21.277,2.854,-0.453,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
