Step,u0,u1,u2,u3,o_u0,o_u1,o_u2,o_u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
84,0.4,0.256,0.337,0.05,0.3090941896133619,0.2287020697971542,0.19161746994397993,0.05304777334017289,-0.9,0.848,1.446,0.372,-0.051,-0.163,-0.913,0.498,0.994,-0.986,15.025,-6.091,-1.37,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.189,0.05,0.182,0.05,0.22071204668170294,0.12308013931391618,0.16581570112520025,0.04571896821647735,-0.879,0.883,1.415,0.315,-0.136,-0.283,-0.896,0.626,1.032,-0.929,4.848,-7.518,-1.864,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.12,0.05,0.34,0.4,0.1506770386980132,0.07656213795116334,0.22482861152076383,0.19897743245504845,-0.852,0.921,1.389,0.225,-0.252,-0.197,-0.92,0.776,1.124,-0.776,-7.18,-5.651,-2.224,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.05,0.05,0.359,0.4,0.08871632113425973,0.05607469092583817,0.2596308743365418,0.2664754973521758,-0.822,0.958,1.365,0.117,-0.301,0.039,-0.946,0.903,1.135,-0.764,-14.963,-0.574,-1.785,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.373,0.4,0.061,0.287,0.20562881741913286,0.20353837684273918,0.1418172244604095,0.2456737446242757,-0.794,0.994,1.335,0.024,0.255,-0.303,0.918,0.846,1.093,-0.923,-11.475,2.376,-1.378,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.05,0.134,0.4,0.4,0.11291814753113291,0.14947633436987415,0.24130101735889273,0.28704144886180477,-0.768,1.03,1.298,0.18,0.112,-0.478,0.852,0.79,1.085,-1.102,-12.662,8.86,-2.961,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.05,0.32,0.142,0.296,0.07208657796849872,0.20873551866909307,0.1699495194001519,0.2589276890935585,-0.742,1.063,1.257,0.309,-0.054,-0.532,0.786,0.778,0.979,-1.234,-7.974,10.556,-2.287,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.05,0.05,0.243,0.317,0.054103568086356496,0.114286394238421,0.1835495108447122,0.25581042406093907,-0.72,1.085,1.211,0.403,-0.188,-0.56,0.699,0.668,0.702,-1.37,-6.212,8.951,-2.381,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.307,0.266,0.05,0.145,0.1612655831858554,0.1691803601364019,0.10319401467099953,0.17734418847191422,-0.705,1.097,1.163,0.49,-0.228,-0.524,0.658,0.44,0.392,-1.47,0.334,6.104,-2.856,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.239,0.121,0.1,0.05,0.17781679384956361,0.12868750160039938,0.09005809073356065,0.10046104761985682,-0.699,1.099,1.111,0.544,-0.154,-0.45,0.691,0.201,0.088,-1.575,6.781,1.047,-2.345,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.4,0.4,0.131,0.05,0.2571559444363787,0.23551845761026186,0.0980666216987881,0.06660023116872431,-0.696,1.095,1.057,0.56,0.024,-0.323,0.763,0.093,-0.119,-1.72,12.946,-3.308,-1.886,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.4,0.263,0.4,0.108,0.2918781235799669,0.2213287810711923,0.22203234964457397,0.07746553112673411,-0.696,1.085,0.995,0.53,0.215,-0.219,0.79,0.015,-0.285,-1.882,11.499,-5.536,-1.342,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.268,0.208,0.272,0.4,0.2483137591765217,0.19043447664205104,0.21922853921676963,0.21295931497492943,-0.698,1.069,0.928,0.514,0.343,-0.185,0.764,-0.041,-0.475,-2.016,5.34,-5.29,-2.038,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.195,0.107,0.4,0.257,0.1967689481569262,0.13151722695098425,0.2753944747964039,0.208790680469632,-0.7,1.042,0.863,0.563,0.35,-0.271,0.698,-0.074,-0.815,-1.973,-5.046,-3.817,-2.157,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.052,0.07,0.281,0.4,0.109935678945714,0.08912843351721354,0.24704650405995637,0.270797367521798,-0.705,1.004,0.8,0.665,0.213,-0.377,0.609,-0.148,-1.134,-1.905,-12.375,1.53,-2.495,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.121,0.222,0.287,0.34,0.10272656727898215,0.1383519919367914,0.23718433116675974,0.2711554484865637,-0.713,0.959,0.738,0.758,0.004,-0.403,0.513,-0.234,-1.351,-1.883,-12.382,7.177,-2.063,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.138,0.4,0.159,0.316,0.10695039320607266,0.23977448422211878,0.17550480661484374,0.2606921520297863,-0.724,0.909,0.677,0.833,-0.155,-0.304,0.435,-0.33,-1.498,-1.827,-6.141,10.922,-1.651,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
