Step,Last_Control_0,Last_Control_1,Last_Control_2,Last_Control_3,Last_Position_X,Last_Position_Y,Last_Position_Z,Predicted_Position_X,Predicted_Position_Y,Predicted_Position_Z,Actual_Position_X,Actual_Position_Y,Actual_Position_Z,Last_Linear_Velocity_X,Last_Linear_Velocity_Y,Last_Linear_Velocity_Z,Predicted_Linear_Velocity_X,Predicted_Linear_Velocity_Y,Predicted_Linear_Velocity_Z,Actual_Linear_Velocity_X,Actual_Linear_Velocity_Y,Actual_Linear_Velocity_Z,Last_Orientation_W,Last_Orientation_X,Last_Orientation_Y,Last_Orientation_Z,Predicted_Orientation_W,Predicted_Orientation_X,Predicted_Orientation_Y,Predicted_Orientation_Z,Actual_Orientation_W,Actual_Orientation_X,Actual_Orientation_Y,Actual_Orientation_Z,Last_Angular_Velocity_X,Last_Angular_Velocity_Y,Last_Angular_Velocity_Z,Predicted_Angular_Velocity_X,Predicted_Angular_Velocity_Y,Predicted_Angular_Velocity_Z,Actual_Angular_Velocity_X,Actual_Angular_Velocity_Y,Actual_Angular_Velocity_Z,Setpoint_X,Setpoint_Y,Setpoint_Z,Setpoint_Orientation_W,Setpoint_Orientation_X,Setpoint_Orientation_Y,Setpoint_Orientation_Z,Setpoint_VX,Setpoint_VY,Setpoint_VZ,Setpoint_AX,Setpoint_AY,Setpoint_AZ
1,0.5999748148391586,0.5999748148391587,0.5999748148391586,0.5999748148391586,0.1,0.1,0.015,0.1,0.1,0.016087475483865972,0.1,0.1,0.015,0.0,0.0,0.0,-3.70238263311377e-08,-2.8313335550849713e-08,0.0921835327055757,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4430731256586639e-07,-1.8870291241934417e-07,3.9681104671900365e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6479093691394925e-05,-3.462528688911609e-05,7.281125742699778e-07,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5961547546652618,0.5971411437979487,0.5970528046123927,0.5977939807962673,0.1,0.1,0.015,0.10000007929185444,0.0999999989195881,0.018609046166776333,0.1,0.1,0.015,0.0,0.0,0.0,7.411593903544417e-06,-2.056271184614753e-07,0.23901948845197776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0000000000034954,6.418585048288501e-07,1.5841365331926616e-05,2.9151718924717963e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.812071205601397e-05,0.0008873044002641711,4.5028744247391354e-06,0.0,0.001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.5976610025850841,0.5989234279507888,0.5988844047248929,0.5993090545273648,0.1,0.1,0.015,0.10000129542595651,0.09999999649521818,0.023651539358702005,0.1,0.1,0.016,0.0,0.0,0.0,0.00012042978682396965,-5.223366352363933e-07,0.4181091663971715,0.0,0.0,0.059,1.0,0.0,0.0,0.0,0.9999999969964908,1.209341730561373e-06,0.00019842461343509812,8.295947257936539e-08,1.0,0.0,0.0,0.0,0.0,0.001,0.0,0.00015719054870862046,0.011793002455151491,1.1178254330215393e-05,0.0,0.012,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.5966619820953885,0.5983813247652481,0.5981534736720774,0.5988488619008834,0.1,0.1,0.016,0.10002623203544972,0.09999999336056184,0.039370316328961145,0.1,0.1,0.023,0.0,0.0,0.059,0.0017294181542207051,-6.814971287942682e-07,0.7253769468634941,0.0,0.0,0.271,1.0,0.0,0.0,0.0,0.9999997290448563,1.2276930587085917e-06,0.0014650932475144339,5.7117110527785154e-08,1.0,0.0,0.001,0.0,0.0,0.012,0.0,0.00012536908645072403,0.027845590446644454,3.276544211977097e-06,0.0,0.028,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.5998140309342304,0.5972814053219478,0.5976812996765352,0.5974691684866626,0.1,0.1,0.023,0.1000679408713972,0.09999999738665867,0.06973295771737154,0.1,0.1,0.041,0.0,0.0,0.271,0.003267959046021748,-2.5104106408923375e-05,1.110430191197565,0.001,0.0,0.614,1.0,0.0,0.001,0.0,0.9999990323980388,5.618910040926039e-05,0.0017341887984091125,9.558704383075395e-06,1.0,0.0,0.001,0.0,0.0,0.028,0.0,0.009969770200519913,0.03631183667083012,0.0017172945074888537,0.0,0.048,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.22341274428000873,0.5982835734579326,0.598267789122172,0.5983322077044763,0.1,0.1,0.041,0.10019670937039049,0.09999896145422763,0.11590475341169149,0.1,0.1,0.073,0.001,0.0,0.614,0.007969462035658077,-0.00011470113980832956,1.509614142258053,0.004,0.0,1.052,1.0,0.0,0.001,0.0,0.9999980654935516,0.0001972411150193032,0.0028360092128595885,0.00027681682737206885,1.0,0.0,0.002,0.0,0.0,0.048,0.0,0.021699175426792908,0.024226593065154713,0.018195112694644754,0.002,0.069,0.015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.10194312760858716,0.5748191442943541,0.24021810989915432,0.5979712509844293,0.1,0.1,0.073,0.10037187901499199,0.09999630613085705,0.17616563702134572,0.1,0.1,0.12,0.004,0.0,1.052,0.014253760315151796,-0.00035358112608498094,1.8378639874668063,0.008,0.0,1.504,1.0,0.0,0.002,0.0,0.9999964417439698,0.0005564848729406479,0.004579954357488598,0.0018776145963500697,1.0,0.0,0.004,0.001,0.002,0.069,0.015,0.046100077429988555,0.0029247356342038157,0.052818095858136155,0.022,0.067,0.052,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.10015506485809496,0.14375030489098944,0.10009431623235002,0.45054491928768003,0.1,0.1,0.12,0.1015014413129783,0.09993758232023663,0.2468994671996973,0.101,0.1,0.181,0.008,0.0,1.504,0.016806010266929856,-0.002854096160731548,2.0457827798329418,0.013,-0.001,1.88,1.0,0.0,0.004,0.001,0.9999981692421608,0.0020223479039538413,0.00385332145408767,0.002655772798516997,1.0,0.001,0.004,0.002,0.022,0.067,0.052,0.0714499867628754,-0.03156029591961493,0.03925420901222397,0.049,0.018,0.04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.1004241226828213,0.10171720975401306,0.10031240011754815,0.10018864437338737,0.101,0.1,0.181,0.10164532789505913,0.09989667123091549,0.32106805053193643,0.101,0.1,0.251,0.013,-0.001,1.88,0.020446829380162082,-0.004279899261231993,2.1099051502117736,0.018,-0.002,2.077,1.0,0.001,0.004,0.002,1.0000003499701,0.0034758516747427234,0.0029907179325842958,0.0021069352587513995,1.0,0.002,0.004,0.002,0.049,0.018,0.04,0.09484845339120596,-0.07522246162708855,0.006718221041996854,0.081,-0.044,0.007,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.10039990251096566,0.10109346114686783,0.1003701905141174,0.10008156539084606,0.101,0.1,0.251,0.10267405471003856,0.0998159187946129,0.39074267263802004,0.102,0.1,0.322,0.018,-0.002,2.077,0.02028283587544922,-0.007080937170176185,2.031127128847535,0.02,-0.004,2.082,1.0,0.002,0.004,0.002,0.9999948663353645,0.00580186675961429,0.0004170033244193993,0.002089058659373389,1.0,0.004,0.002,0.002,0.081,-0.044,0.007,0.11220977539759511,-0.10497067984517527,0.005847803660615307,0.103,-0.084,0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.10055097346693627,0.101976284314865,0.1006535633906506,0.10007438984052384,0.102,0.1,0.322,0.10271109422972317,0.09978859286306281,0.4221448100474825,0.102,0.1,0.356,0.02,-0.004,2.082,0.021519418806047297,-0.00772510424899102,1.9269667169399154,0.021,-0.005,2.034,1.0,0.004,0.002,0.002,0.9999906331979469,0.00689206980030427,0.0002759563704467767,0.0020869995417567185,1.0,0.005,0.002,0.002,0.103,-0.084,0.006,0.11619763978991576,-0.11039921733582449,0.005932001656711711,0.11,-0.096,0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.10091550548152216,0.10481888086166115,0.10094275987727708,0.10009004583378023,0.102,0.1,0.356,0.10369319596570495,0.0987158399046526,0.48117826335445235,0.103,0.099,0.421,0.021,-0.005,2.034,0.020490960936197438,-0.0100823793141257,1.7306889432712702,0.021,-0.007,1.875,1.0,0.005,0.002,0.002,0.9999824564694825,0.00902258876101351,-0.001970778200558583,0.0020864688183205144,1.0,0.007,0.0,0.002,0.11,-0.096,0.006,0.12286669265092381,-0.12339929952571652,0.006034237732752122,0.119,-0.113,0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.10344632506001479,0.12431886395442063,0.10171863102838963,0.10008869070552608,0.103,0.099,0.421,0.10468353350823055,0.09867691849783976,0.5327551889914209,0.104,0.099,0.48,0.021,-0.007,1.875,0.019912271732414586,-0.01149371088866197,1.5050117880599327,0.021,-0.008,1.661,1.0,0.007,0.0,0.002,0.9999727970666897,0.011088390868585077,-0.00410065640966038,0.0021038847075365973,1.0,0.009,-0.002,0.002,0.119,-0.113,0.006,0.12388276498950038,-0.1301923707318093,0.0072923810546877766,0.125,-0.122,0.007,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.22728672090072416,0.2725502613135661,0.13266848430061456,0.1047826038711417,0.104,0.099,0.48,0.10563852659268182,0.09859516667996211,0.574834841623507,0.105,0.099,0.53,0.021,-0.008,1.661,0.018135960696315543,-0.014541903843185666,1.280026868814951,0.02,-0.01,1.416,1.0,0.009,-0.002,0.002,0.9999639408318707,0.013059680118734037,-0.006170986857225816,0.002155484541372977,1.0,0.011,-0.004,0.002,0.125,-0.122,0.007,0.11644415215072071,-0.1334990169630287,0.010560433555815065,0.128,-0.127,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.4095587013778703,0.41528515319708154,0.1532382596994692,0.12009991423459647,0.105,0.099,0.53,0.1056123935501566,0.09749908537293484,0.6091187306744807,0.105,0.098,0.572,0.02,-0.01,1.416,0.016445185454325106,-0.018442090394046918,1.0718888468715968,0.02,-0.012,1.164,1.0,0.011,-0.004,0.002,0.9999542318178802,0.01493045807264413,-0.009215459340970662,0.003273287685704984,1.0,0.013,-0.007,0.003,0.128,-0.127,0.01,0.10167732120832326,-0.1344146791494195,0.017577189809493857,0.127,-0.131,0.017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.4982747861620484,0.4451454222809742,0.20190807586106274,0.14854525750827235,0.105,0.098,0.572,0.10651245393951034,0.09735687374974858,0.6364264587329034,0.106,0.098,0.606,0.02,-0.012,1.164,0.012342471509954654,-0.024054732561703464,0.8994070216287001,0.018,-0.015,0.936,1.0,0.013,-0.007,0.003,0.9999507596534296,0.016606620305261572,-0.011207313874165558,0.0033020759113208207,1.0,0.015,-0.009,0.003,0.127,-0.131,0.017,0.07669131112792041,-0.13072206848017806,0.019417761180590822,0.114,-0.133,0.019,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.5211603866803307,0.4430669336792662,0.29525311525116,0.18910061450353322,0.106,0.098,0.606,0.10637188902175324,0.09613977846381444,0.6575119250487218,0.106,0.097,0.632,0.018,-0.015,0.936,0.006847677746371044,-0.03207462758964225,0.7799331607731669,0.015,-0.02,0.76,1.0,0.015,-0.009,0.003,0.9999535523195193,0.018089870050754978,-0.01310947356936178,0.003262523048257279,1.0,0.017,-0.011,0.003,0.114,-0.133,0.019,0.042709183281665446,-0.12027228265123875,0.01727762146593475,0.087,-0.131,0.017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.5306152769868515,0.41433836831635035,0.37747935544931976,0.21295114882463784,0.106,0.097,0.632,0.10715950097436454,0.09586401249608234,0.677350189965822,0.107,0.097,0.655,0.015,-0.02,0.76,-0.000902088854766162,-0.04151752127438621,0.7100263970828049,0.01,-0.027,0.639,1.0,0.017,-0.011,0.003,0.999965626263317,0.01837919183177583,-0.01484451411933094,0.0032718578731167065,1.0,0.018,-0.013,0.003,0.087,-0.131,0.017,0.001090229307269229,-0.09907936475380433,0.017736373471166498,0.045,-0.12,0.018,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.5316625780054194,0.3322022192563834,0.4169758568050735,0.3280287614224585,0.107,0.097,0.655,0.10688834322559687,0.0935183239919562,0.695680794364265,0.107,0.095,0.675,0.01,-0.027,0.639,-0.009818634680711955,-0.051718615762252465,0.6603645144881575,0.003,-0.037,0.577,1.0,0.018,-0.013,0.003,0.9999840174795218,0.017596496799414132,-0.016378116074768023,0.004244313491175126,1.0,0.018,-0.015,0.004,0.045,-0.12,0.018,-0.04223770457740843,-0.06611684452361334,0.015633574682166033,-0.005,-0.097,0.017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.4302662338594492,0.1653491315448426,0.2998611665691136,0.21796426031759802,0.107,0.095,0.675,0.1065539076997393,0.09218219281677106,0.7139509009881914,0.107,0.094,0.694,0.003,-0.037,0.577,-0.019730337766673885,-0.06079143788191306,0.6271903792728962,-0.007,-0.048,0.566,1.0,0.018,-0.015,0.004,1.0000076784961027,0.015868642833813805,-0.016722673664030636,0.003923804351370448,1.0,0.017,-0.016,0.004,-0.005,-0.097,0.017,-0.07967945902778309,-0.02704787247827195,-0.003505374751591052,-0.054,-0.06,-0.002,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.265074228613117,0.20402606274522223,0.35435574106304407,0.2727269504936016,0.107,0.094,0.694,0.10522162051521382,0.08984122278280192,0.7321617966206792,0.106,0.092,0.713,-0.007,-0.048,0.566,-0.029624205880053368,-0.07026037875796444,0.5956363824095046,-0.017,-0.059,0.552,1.0,0.017,-0.016,0.004,1.000027253684296,0.014335856628356796,-0.016965846474634085,0.0026678332477795643,1.0,0.016,-0.017,0.003,-0.054,-0.06,-0.002,-0.10508387578660391,0.014860969862963258,-0.018463333074330762,-0.093,-0.012,-0.018,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.20801302613703748,0.25548832506096586,0.36896656604335176,0.29837467434531323,0.106,0.092,0.713,0.10390854534445079,0.08757088169917998,0.7485687066973076,0.105,0.09,0.731,-0.017,-0.059,0.552,-0.03841320724447404,-0.07752062643884448,0.5462558892692168,-0.027,-0.068,0.508,1.0,0.016,-0.017,0.003,1.000038702860533,0.012028103020152451,-0.01529540850912259,0.0028472106428087535,1.0,0.014,-0.016,0.003,-0.093,-0.012,-0.018,-0.11793906554716256,0.05008326071148459,-0.00783670515253257,-0.117,0.033,-0.008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.20395070179237365,0.28137048782095614,0.32610142810013293,0.401780497694078,0.105,0.09,0.731,0.1026535615202179,0.08435980836896204,0.7615426952930777,0.104,0.087,0.746,-0.027,-0.068,0.508,-0.04570152788609207,-0.08321054527837624,0.4894243984382504,-0.035,-0.075,0.445,1.0,0.014,-0.016,0.003,1.0000398136309385,0.009979714904523321,-0.013816036154590344,0.0030510895607254772,1.0,0.012,-0.015,0.003,-0.117,0.033,-0.008,-0.1166979804661818,0.07280820511486583,0.0038096554136839347,-0.124,0.068,0.004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.23436019839664074,0.2967061995842839,0.29053235163288593,0.4648298327317343,0.104,0.087,0.746,0.10139451888900394,0.08217964246270791,0.7735176449198435,0.103,0.085,0.76,-0.035,-0.075,0.445,-0.05321507334813248,-0.08802606852104586,0.43553190636617184,-0.043,-0.081,0.378,1.0,0.012,-0.015,0.003,1.0000364444873138,0.008109471905111265,-0.012559272342522809,0.0029500166266899675,1.0,0.01,-0.014,0.003,-0.124,0.068,0.004,-0.10696568426768187,0.08294575956672612,-0.002671810619109239,-0.119,0.089,-0.002,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.25291943871528927,0.34299300470129884,0.3025109266676318,0.4302351875613286,0.103,0.085,0.76,0.09914746778260125,0.07903379882304266,0.7828609670685903,0.101,0.082,0.771,-0.043,-0.081,0.378,-0.060012675525572066,-0.09178320143692537,0.3930722460706044,-0.051,-0.086,0.321,1.0,0.01,-0.014,0.003,1.0000288255614114,0.006335647166560933,-0.01052411252583323,0.0027888040177053127,1.0,0.008,-0.012,0.003,-0.119,0.089,-0.002,-0.09394354791344413,0.08145657053283661,-0.012270251141964308,-0.106,0.095,-0.012,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.2522237929811473,0.42000304750085315,0.32761676512875043,0.36367332227385596,0.101,0.082,0.771,0.09691695766025818,0.07588643327968442,0.7919367206117152,0.099,0.079,0.781,-0.051,-0.086,0.321,-0.06698952990812215,-0.0957290715512271,0.3863474805164617,-0.058,-0.091,0.279,1.0,0.008,-0.012,0.003,1.0000210558187106,0.00458822047868033,-0.009653531197993047,0.0029104930393720934,1.0,0.006,-0.011,0.003,-0.106,0.095,-0.012,-0.07894071358077653,0.07131909321011615,-0.004877542161729253,-0.09,0.09,-0.005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.37133521884840537,0.4514243708225048,0.4025889220558804,0.49301586604359,0.099,0.079,0.781,0.09473838053394937,0.07179759080200473,0.8004834453874459,0.097,0.075,0.79,-0.058,-0.091,0.279,-0.07132541021068924,-0.09786767496180038,0.36498243314057527,-0.064,-0.094,0.256,1.0,0.006,-0.011,0.003,1.0000141885679958,0.0038102072124483587,-0.007839636926482672,0.003095212032711282,1.0,0.005,-0.009,0.003,-0.09,0.09,-0.005,-0.06690567050055324,0.06202065280016927,0.005925334437293906,-0.076,0.079,0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.2780588677551211,0.24026906250437885,0.24515469378365906,0.2500796513255642,0.097,0.075,0.79,0.09364438045727243,0.07074879076157099,0.8044228415046396,0.096,0.074,0.794,-0.064,-0.094,0.256,-0.07428775405665036,-0.09898495401629885,0.3686382822181562,-0.067,-0.096,0.263,1.0,0.005,-0.009,0.003,1.0000126596201064,0.002901916617399941,-0.007921323203877274,0.003056922680068876,1.0,0.004,-0.009,0.003,-0.076,0.079,0.006,-0.06252213085535674,0.057500470872738255,0.0033635931234388514,-0.069,0.072,0.004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.4038373806134209,0.3904568858226858,0.33721652058033924,0.45615690133509623,0.096,0.074,0.794,0.09145581078603057,0.06666068706169788,0.8151089726533544,0.094,0.07,0.804,-0.067,-0.096,0.263,-0.07936540961213086,-0.10115656501305921,0.3766559585636955,-0.073,-0.099,0.281,1.0,0.004,-0.009,0.003,1.0000086800962351,0.00208835197241862,-0.007124577671592389,0.0029709074487972516,1.0,0.003,-0.008,0.003,-0.069,0.072,0.004,-0.052573700826976655,0.04768750611511548,-0.0018870518883640102,-0.057,0.059,-0.001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.261685616096577,0.22438421338119124,0.24859171731627167,0.21662841984605588,0.094,0.07,0.804,0.08831365767172342,0.0636117668778008,0.8234392715548,0.091,0.067,0.813,-0.073,-0.099,0.281,-0.08305120780555493,-0.10219342165840456,0.342617184108499,-0.078,-0.101,0.281,1.0,0.003,-0.008,0.003,1.0000072785566676,0.0012028592173668432,-0.0061879285065011246,0.0027252995691515983,1.0,0.002,-0.007,0.003,-0.057,0.059,-0.001,-0.04697582199730947,0.04616892874501108,-0.016382952333302402,-0.049,0.052,-0.016,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.2766228169980324,0.2988284378721825,0.29676562934872575,0.2444946052010625,0.091,0.067,0.813,0.08519471717586187,0.060544263177374276,0.8329278020710001,0.088,0.064,0.823,-0.078,-0.101,0.281,-0.08621313771611434,-0.1042472907626015,0.3226536700029319,-0.082,-0.103,0.272,1.0,0.002,-0.007,0.003,1.0000060944644653,0.0012649526154013214,-0.005234214531020437,0.002781198107030393,1.0,0.002,-0.006,0.003,-0.049,0.052,-0.016,-0.04459768634022133,0.04431704435900922,-0.012850945510655295,-0.044,0.048,-0.013,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.2978569399594676,0.3276674106582977,0.29012154746289426,0.256283737153677,0.088,0.064,0.823,0.0821071189488947,0.05652364332406181,0.8393198684389964,0.085,0.06,0.831,-0.082,-0.103,0.272,-0.08849098869631965,-0.10449666737785686,0.27678376670334404,-0.085,-0.104,0.224,1.0,0.002,-0.006,0.003,1.000004097261164,0.00027668433471784797,-0.0041937715392077034,0.001966330928354164,1.0,0.001,-0.005,0.002,-0.044,0.048,-0.013,-0.044845752333358094,0.04696234610242262,-0.0017376268465827734,-0.042,0.05,-0.002,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.33647617716430206,0.33765847491063683,0.3026536360880374,0.3149135889166027,0.085,0.06,0.831,0.07901782789483162,0.052535943384384776,0.8435166832864383,0.082,0.056,0.837,-0.085,-0.104,0.224,-0.09084686539170055,-0.10374627878563492,0.2316738787243657,-0.088,-0.104,0.163,1.0,0.001,-0.005,0.002,1.000002794945948,-0.0007482926805984066,-0.003129205250115572,0.0030791414386503054,1.0,0.0,-0.004,0.003,-0.042,0.05,-0.002,-0.046371853400537164,0.05065453150941733,0.004685270780830999,-0.043,0.054,0.005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.3856438237939673,0.32949534202859504,0.30553443729046775,0.3965944181276407,0.082,0.056,0.837,0.07596244902639841,0.04953683178532781,0.8459661030031047,0.079,0.053,0.841,-0.088,-0.104,0.163,-0.09214044189663591,-0.10367725274328835,0.1952116142460595,-0.09,-0.104,0.106,1.0,0.0,-0.004,0.003,1.0000021555639869,-0.0007954306981312617,-0.0020627255470489995,0.0029913447761415915,1.0,0.0,-0.003,0.003,-0.043,0.054,0.005,-0.04909188525785374,0.05301016109665083,-0.0007365414677411083,-0.046,0.059,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.3359250321376933,0.3895327971486189,0.32032917916133474,0.38822469222768236,0.079,0.053,0.841,0.07290888378030842,0.04555116547738434,0.8470223784822627,0.076,0.049,0.843,-0.09,-0.104,0.106,-0.09333495063841313,-0.10279708663601907,0.17666287295564778,-0.092,-0.104,0.068,1.0,0.0,-0.003,0.003,1.000001194169554,-0.0018552055850458847,-0.0010041825282324627,0.0017305946680530675,1.0,-0.001,-0.002,0.002,-0.046,0.059,0.0,-0.0522554113616199,0.05366623921742945,-0.015678196919860943,-0.05,0.065,-0.016,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.251878283875848,0.476515518157539,0.3981579972257496,0.3510751383415413,0.076,0.049,0.843,0.069890029531314,0.04260027867973725,0.848725765539033,0.073,0.046,0.845,-0.092,-0.104,0.068,-0.09344133405616661,-0.10084917923057507,0.16822609332074576,-0.093,-0.103,0.054,1.0,-0.001,-0.002,0.002,0.9999985396474157,-0.002898858181097483,-5.503242510266661e-06,0.0019065650705806245,1.0,-0.002,-0.001,0.002,-0.05,0.065,-0.016,-0.052618262575181915,0.05258402345697312,-0.004927391505316408,-0.054,0.067,-0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.2655207202361423,0.306828919738875,0.33547394924888996,0.38192119266853675,0.073,0.046,0.845,0.06690480186466853,0.03868176951353026,0.8508471514897717,0.07,0.042,0.847,-0.093,-0.103,0.054,-0.09258254486265845,-0.09796666780592514,0.17110921779829874,-0.093,-0.101,0.06,1.0,-0.002,-0.001,0.002,0.9999959033905824,-0.00388755944576111,0.0009105705431857304,0.002281794888807172,1.0,-0.003,0.0,0.002,-0.054,0.067,-0.006,-0.049503987395630555,0.04733853794992605,0.0168065290650316,-0.056,0.062,0.017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.35072461023886015,0.26093618543723307,0.28276557159291676,0.4616516170412345,0.07,0.042,0.847,0.06391863371641279,0.035762349687912,0.8529613636251011,0.067,0.039,0.849,-0.093,-0.101,0.06,-0.0917658503532859,-0.09515112118117246,0.17257995341915125,-0.093,-0.099,0.064,1.0,-0.003,0.0,0.002,0.9999947602571673,-0.004791454978283169,0.0018059803500344257,0.003086581674642286,1.0,-0.004,0.001,0.003,-0.056,0.062,0.017,-0.042389768979088215,0.04088974875203782,0.004611251764358233,-0.052,0.056,0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.2993058470110628,0.29086969633964427,0.29859527629170574,0.39449003626648527,0.067,0.039,0.849,0.06096587138478412,0.03287578609009693,0.8559602808270027,0.064,0.036,0.852,-0.093,-0.099,0.064,-0.08994787467838862,-0.09135483430671114,0.17362239456196338,-0.092,-0.096,0.065,1.0,-0.004,0.001,0.003,0.9999961663649746,-0.005623414130190861,0.0026851747903814107,0.0015921258440299382,1.0,-0.005,0.002,0.002,-0.052,0.056,0.006,-0.033166165818535744,0.033429781265771126,-0.024266127778997584,-0.042,0.049,-0.024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.24037307518014897,0.4563458954326365,0.3989140960076879,0.29384580481871897,0.064,0.036,0.852,0.05701305078462239,0.030008178280853733,0.8578986037263054,0.06,0.033,0.854,-0.092,-0.096,0.065,-0.08814023902830279,-0.08746267701789029,0.1692000298935634,-0.091,-0.092,0.063,1.0,-0.005,0.002,0.002,0.9999960622586723,-0.005447630189699753,0.003569432854787674,0.0018239149807537164,1.0,-0.005,0.003,0.002,-0.042,0.049,-0.024,-0.02383620537020724,0.026747206560097582,-0.009923604637412889,-0.03,0.042,-0.011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.27846626633608623,0.3487091114217348,0.31654513837688664,0.3112556750979098,0.06,0.033,0.854,0.0540785476913401,0.026121147688173373,0.8598458742154088,0.057,0.029,0.856,-0.091,-0.092,0.063,-0.08621689189110457,-0.08368353117922853,0.1674654662835419,-0.089,-0.089,0.064,1.0,-0.005,0.003,0.002,0.9999959721108813,-0.006304783545095499,0.0034534433900227576,0.0023177225796321152,1.0,-0.006,0.003,0.002,-0.03,0.042,-0.011,-0.015467739820546994,0.020798294913147917,0.018960525335019175,-0.021,0.034,0.019,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
